model_name,NDCG@10,HR@10,Short NDCG@10,Short HR@10,Long NDCG@10,Long HR@10,Tail NDCG@10,Tail HR@10,Popular NDCG@10,Popular HR@10
inter-0109234013,0.28762869140814334,0.36719775070290533,0.28829638228103954,0.36768032168886655,0.16822455732928177,0.2808988764044944,0.06802585187579727,0.13998057052018018,0.8187185999994998,0.916702263989748
