model_name,NDCG@10,HR@10,Short NDCG@10,Short HR@10,Long NDCG@10,Long HR@10,Tail NDCG@10,Tail HR@10,Popular NDCG@10,Popular HR@10
inter-0515200910,0.3692762601086793,0.5643245728296682,0.3627411300762601,0.556450671336836,0.3991160024735244,0.6002772150549099,0.1126644320194588,0.2300268629987066,0.430463019867783,0.6440348255165705
inter-0515214948,0.3763762244299071,0.5737491379970884,0.3684830156723581,0.5637361354349095,0.412417024626467,0.6194690265486725,0.1007246822394709,0.2093324047358472,0.4421028310903275,0.6606409982682134
inter-0515224102,0.3669432597935244,0.562255765841698,0.3594616889702911,0.5521774664331582,0.4011044998517702,0.6082738031773111,0.095875111039124,0.2027658939409014,0.4315769979172906,0.647972860769103
inter-0615000047,0.4861700443070346,0.5798468933594445,0.4854565432199608,0.578956802294318,0.5909232696961076,0.7105263157894737,0.0571023047122414,0.1201982651796778,0.6589193152803043,0.7649263052710468
inter-0615001054,0.4676497935001775,0.5625778885526082,0.4669274763840745,0.5617494174583259,0.5736973511512048,0.6842105263157895,0.0482168969079583,0.1003717472118959,0.6365143188811031,0.748688483637272
inter-0615002311,0.49053074346517495,0.5753961189246929,0.4898197870321315,0.5748341996773615,0.5949103734638373,0.6578947368421053,0.061248721774349715,0.11524163568773234,0.6633664124656741,0.7606794903822134
