model_name,NDCG@10,HR@10,Short NDCG@10,Short HR@10,Long NDCG@10,Long HR@10,Tail NDCG@10,Tail HR@10,Popular NDCG@10,Popular HR@10
inter-0110210805,0.3269482215416634,0.5133873130992003,0.32881444774812724,0.5122459924915083,0.3175998209534108,0.5191044776119403,0.10126791970420562,0.22211239762778875,0.5790939773703689,0.8388199411022297
