model_name,NDCG@10,HR@10,Short NDCG@10,Short HR@10,Long NDCG@10,Long HR@10,Tail NDCG@10,Tail HR@10,Popular NDCG@10,Popular HR@10
inter-0916092121,0.36180507407699797,0.5663156326064279,0.3714957535341827,0.5731023600899722,0.3342483896864298,0.5470167064439141,0.02522036034890583,0.058859040144883794,0.39197562871305935,0.6117892229830306
